Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
20835.750175982186,12364.570354945012,77.70703618454611,199.989968065536,8178.434650208669,15.048166584389104
