Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1.0,1.0,9000.0,0.0,0.0,0.0
1.0,2.0,9000.0,0.0,0.0,0.0
1.0,3.0,9000.0,0.0,0.0,0.0
2.0,1.0,603.0,0.0,0.0,0.0
2.0,2.0,603.0,3817.145900000012,12812.526198275966,0.0028101224873303523
2.0,3.0,603.0,367.5,803.9976428059898,0.00017633773549776002
