Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
14227.888980392194,5186.520689370694,0.0,132.3529610787635,8884.402280893617,24.613049048732528
