ID,Zone,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
27,1,battery,0.0,0.0,0.0
40,2,battery,-3.194107575409404e-25,0.0,-3.194107575409404e-25
54,3,battery,0.0,0.0,0.0
56,1,Hydrogen,465403.5713868276,0.0,465403.5713868276
57,2,Hydrogen,2.982552807452362e6,0.0,2.982552807452362e6
58,3,Hydrogen,1.773127154837916e6,0.0,1.773127154837916e6
