Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Start_costs
14249.479413821988,5115.598541639067,0.5510548495304871,136.18686693608987,8967.69515202343,27.696125898432815,1.7516724749999977
