Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1.0,1.0,9000.0,0.0,0.0,0.0
1.0,2.0,9000.0,513.4953196722411,513.4953196722411,0.0001129033256698301
1.0,3.0,9000.0,2047.8307903277594,2047.8307903277594,0.0004502609815112973
2.0,1.0,603.0,0.0,0.0,0.0
2.0,2.0,603.0,6238.5,269484.43208441813,0.059252124475052056
2.0,3.0,603.0,413.625,33736.59281770194,0.007417737572211336
