Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,time_subset
14196.651125909104,4755.921367495028,0.0,82.41337715556905,9327.866577371331,30.449803887092294,10_days
14474.655826931918,4995.365586656052,0.0,37.102603049464435,9407.408963119173,34.778674107628284,4_weeks
14227.888980392194,5186.520689370694,0.0,132.3529610787635,8884.402280893617,24.613049048732528,8_weeks
14161.937794239473,5191.474138379285,0.0,119.71976551163094,8821.281199303097,29.46269104393501,16_weeks
