time_subset,total_hours,total_cost,total_final_capacity,total_generation,total_cost_deviation,total_final_capacity_deviation,total_generation_deviation
10_days,240,14196.651125909104,111453.79111509325,455891.0618127909,0.2451171031393098,-3.9649969349463277,0.2484902916649233
4_weeks,672,14474.655826931918,113966.38612701255,454752.23792353633,2.2081584966405234,-1.8000004170465274,-0.001932199953779346
8_weeks,1344,14227.888980392194,116222.92745243676,454768.920339886,0.4656932342941596,0.1443655029942853,0.0017361918914551614
16_weeks,2688,14161.937794239473,116055.38351427444,454761.02481584763,0.0,0.0,0.0
