Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Start_costs,type
14227.888980392194,5186.520689370694,0.0,132.3529610787635,8884.402280893617,24.613049048732528,0.0,No UC
17385.125538726894,8750.385404394767,168.00978997294612,97.48098875464298,8162.732761388545,205.89421300597834,0.6223812100000002,With UC
