C27,C40,C54,C56,C57,C58,hour,SOC27,SOC40,SOC54,SOC56,SOC57,SOC58
0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,8466.581814334697,77670.72478056158,3139.9906386697703
0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,6805.27551909907,77670.72478056158,3139.9906386697703
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,6559.286653771396,77670.72478056158,3139.9906386697703
0.0,0.0,0.0,2619.2884131747164,452.9360886046234,1480.2057823104476,4,0.0,0.0,0.0,8411.40325261059,77990.99896025802,4186.6541848930265
0.0,0.0,0.0,885.9120678032461,0.0,1480.2057823104485,5,0.0,0.0,0.0,9037.83768328926,77990.99896025802,5233.3177311162835
0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,9037.83768328926,77990.99896025802,5233.3177311162835
0.0,0.0,0.0,207.48984704073447,0.0,0.0,7,0.0,0.0,0.0,9184.555161159124,77990.99896025802,5233.3177311162835
0.0,0.0,0.0,398.81146782504067,0.0,0.0,8,0.0,0.0,0.0,9466.55745447317,77990.99896025802,5233.3177311162835
0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,9466.55745447317,77990.99896025802,5233.3177311162835
0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,8466.581814334697,77670.72478056158,3139.9906386697703
0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,8466.581814334697,77670.72478056158,3139.9906386697703
0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,8466.581814334697,77670.72478056158,3139.9906386697703
0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,7241.270992833337,48599.67025465056,5233.3177311162835
0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,7241.270992833337,40914.9513348497,3139.9906386697703
0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,3537.03779515495,20118.406586016623,1046.663546223257
