Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
19279.687420238,8738.337110172584,0.0,157.2515045249371,10299.378847862035,84.71995767848804
