Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
14196.606355073802,4752.478750166239,0.041904439410137634,78.26048209742346,9335.296133151314,30.52908521947436
