Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
14196.651125909104,4755.921367495028,0.0,82.41337715556905,9327.866577371331,30.449803887092294
