Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
22485.86011234929,13814.167856207698,34.89711122245425,199.07062978506,8437.724515134065,0.0
