Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
19249.74956773111,8515.072297507544,1.1722693833662883,169.89636717146254,10542.021900275036,21.586733395033324
