Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
9358.99127599007,5934.535282387109,1.8374572698886276,253.4765409,3111.336744298072,57.80525113502747
