Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
19298.10175775369,8572.21206927256,6.475790983128427,166.67960374758138,10534.119620443245,18.61467330652436
