Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1.0,1.0,9000.0,0.0,0.0,0.0
1.0,2.0,9000.0,0.0,0.0,0.0
1.0,3.0,9000.0,3463.0277007340123,3463.0277007340123,0.0007595332411305837
2.0,1.0,603.0,0.0,0.0,0.0
2.0,2.0,603.0,6042.525000000001,18639.073373496733,0.004088040014245934
2.0,3.0,603.0,412.275,2631.7939593602555,0.0005772217748986237
