Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
15715.802700251706,6179.402699900658,0.7196677219069668,91.5089525933656,9410.811104873157,33.36027516264902
