Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1.0,1.0,9000.0,0.0,0.0,0.0
1.0,2.0,9000.0,906.2894000000006,906.2894000000006,0.00019926773188149995
1.0,3.0,9000.0,2235.313504225448,2235.313504225448,0.0004914830208000805
2.0,1.0,603.0,0.0,0.0,0.0
2.0,2.0,603.0,5842.349999999999,16841.465730935164,0.0037029680340114933
2.0,3.0,603.0,379.8,1208.8918742254482,0.0002658015661077802
