Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
19719.096535448803,8542.877457619508,13.66308485464826,63.04144597442545,11060.355755226514,39.158791773940884
