Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
14227.8889803922,5186.520689370691,0.0,132.35296107876357,8884.402280893617,24.61304904873286
