Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
17059.10622798524,8851.6429015362,6.3355843988912826,223.9132753074262,7967.496226488951,9.718240253820412
