Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1.0,1.0,9000.0,0.0,0.0,0.0
1.0,2.0,9000.0,4788.961080000009,4788.961080000009,0.001050345375513358
1.0,3.0,9000.0,1391.1601400000006,1391.1601400000006,0.0003051180820303334
2.0,1.0,603.0,0.0,0.0,0.0
2.0,2.0,603.0,5842.349999999999,15397.452161604286,0.003377067051175365
2.0,3.0,603.0,379.8,748.8,0.00016423157424875145
