Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
22159.075077861173,13152.407864371655,8.884863356452264,235.6065540902334,8762.175796042886,0.0
