Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
12375.206589982241,7692.769425921357,0.0,253.4765409,4316.07864816881,112.88197499208503
