Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
35998.04937735335,21371.433303515354,3.495076970043779,253.4765409,14248.554946357775,121.08950961026156
