ID,Zone,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
27,1,battery,19376.04066853633,0.0,19376.04066853633
40,2,battery,57049.1165164276,0.0,57049.1165164276
54,3,battery,1830.4394602615141,0.0,1830.4394602615141
