Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
21961.57440697478,13326.678607435553,774.3657641005282,253.47654090000003,7575.364109607212,31.689384931417113
