ID,Zone,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
27,1,battery,23428.033066461103,0.0,23428.033066461103
40,2,battery,162360.58285322005,0.0,162360.58285322005
54,3,battery,1044.4733386737064,0.0,1044.4733386737064
