Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
22617.656987804563,12585.787154326268,74.68948720101824,207.36343631506801,9720.805971947737,29.010938020917266
