ID,Zone,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
27,1,battery,31235.274608695818,0.0,31235.274608695818
40,2,battery,175808.60822982155,0.0,175808.60822982155
54,3,battery,0.0,0.0,0.0
