Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1.0,1.0,9000.0,0.0,0.0,0.0
1.0,2.0,9000.0,4633.234642981311,4633.234642981311,0.0010161904637829495
1.0,3.0,9000.0,4584.054064299073,4584.054064299073,0.0010054038667484297
2.0,1.0,603.0,0.0,0.0,0.0
2.0,2.0,603.0,6042.525000000001,17298.75,0.0037940717748872724
2.0,3.0,603.0,379.8,1095.8249999999998,0.00024034330241872072
