Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
13593.269215703076,12248.962295606187,19.121970979468276,253.4765409,1071.708408217536,0.0
