Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
21425.657084738934,13200.683865706864,149.79041145662393,253.47654090000003,7821.706266675456,0.0
