ID,Zone,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
27,1,battery,4244.808126917756,0.0,4244.808126917756
40,2,battery,33287.95990158816,0.0,33287.95990158816
54,3,battery,0.0,0.0,0.0
56,1,Hydrogen,31428.052301509364,0.0,31428.052301509364
57,2,Hydrogen,154735.41919358907,0.0,154735.41919358907
58,3,Hydrogen,8974.168862980108,0.0,8974.168862980108
