ID,Zone,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
27,1,battery,0.0,0.0,0.0
40,2,battery,0.0,0.0,0.0
54,3,battery,3.877409121342317e-25,0.0,3.877409121342317e-25
56,1,Hydrogen,652388.1775144658,0.0,652388.1775144658
57,2,Hydrogen,1.05805330509508e6,0.0,1.05805330509508e6
58,3,Hydrogen,613449.3797692145,0.0,613449.3797692145
